original,uniformat,equivalent
"Beaulieu, Eugene",Eugene Beaulieu,"['Beaulieu, Eugene']"
Eugene C. Yehle,Eugene C. Yehle,['Eugene C. Yehle']
Eugene Canjels,Eugene Canjels,['Eugene Canjels']
Eugene Choo,Eugene Choo,['Eugene Choo']
Eugene E. Agger,Eugene E. Agger,['Eugene E. Agger']
"Fama, Eugene F",Eugene F Fama,"['Fama, Eugene F', 'Fama, Eugene F.', 'Eugene F. Fama']"
"Flood, Eugene",Eugene Flood,"['Flood, Eugene']"
Eugene H. Byrne,Eugene H. Byrne,['Eugene H. Byrne']
"Devine, Eugene J",Eugene J Devine,"['Devine, Eugene J']"
Eugene Kandel,Eugene Kandel,"['Eugene Kandel', 'Kandel, Eugene']"
"Kroch, Eugene",Eugene Kroch,"['Kroch, Eugene']"
Eugene L. Gomberg,Eugene L. Gomberg,['Eugene L. Gomberg']
"Singer, Eugene M",Eugene M Singer,"['Singer, Eugene M']"
Eugene M. Kayden,Eugene M. Kayden,['Eugene M. Kayden']
Eugene M. Lerner,Eugene M. Lerner,"['Eugene M. Lerner', 'Lerner, Eugene M']"
Eugene M. Zuckert,Eugene M. Zuckert,['Eugene M. Zuckert']
"White, Eugene N",Eugene N White,"['White, Eugene N', 'Eugene N. White', 'White, Eugene N.']"
"Tsyganov, Eugene N.",Eugene N. Tsyganov,"['Tsyganov, Eugene N.']"
Eugene Oakes,Eugene Oakes,['Eugene Oakes']
Eugene Orlov,Eugene Orlov,['Eugene Orlov']
"Furtado, Eugene P. H.",Eugene P. H. Furtado,"['Furtado, Eugene P. H.']"
Eugene P. Seskin,Eugene P. Seskin,"['Eugene P. Seskin', 'Seskin, Eugene P']"
"Rotwein, Eugene",Eugene Rotwein,"['Rotwein, Eugene', 'Eugene Rotwein']"
"Silberberg, Eugene",Eugene Silberberg,"['Silberberg, Eugene']"
"Soltes, Eugene",Eugene Soltes,"['Soltes, Eugene', 'Eugene F. Soltes']"
Eugene Staley,Eugene Staley,['Eugene Staley']
Eugene Wesley,Eugene Wesley,"['Eugene Wesley', 'Wesley, Eugene']"
"Chernina, Eugenia",Eugenia Chernina,"['Chernina, Eugenia']"
"Toma, Eugenia F",Eugenia F Toma,"['Toma, Eugenia F', 'Toma, Eugenia Froedge']"
"Kazamaki Ottersten, Eugenia",Eugenia Kazamaki Ottersten,"['Kazamaki Ottersten, Eugenia']"
"Vella, Eugenia",Eugenia Vella,"['Vella, Eugenia']"
Eugenio Cerutti,Eugenio Cerutti,"['Eugenio Cerutti', 'Cerutti, Eugenio']"
"Gaiotti, Eugenio",Eugenio Gaiotti,"['Gaiotti, Eugenio']"
Eugenio Giolito,Eugenio Giolito,['Eugenio Giolito']
Eugenio J. Miravete,Eugenio J. Miravete,"['Eugenio J. Miravete', 'Miravete, Eugenio J.']"
"Peluso, Eugenio",Eugenio Peluso,"['Peluso, Eugenio']"
Eugenio Proto,Eugenio Proto,"['Eugenio Proto', 'Proto, Eugenio']"
"Bobenrieth H., Eugenio S.A.",Eugenio S.A. Bobenrieth H.,"['Bobenrieth H., Eugenio S.A.', 'Eugenio S. A. Bobenrieth H.']"
"Heo, Eun Jeong",Eun Jeong Heo,"['Heo, Eun Jeong']"
"Lee, Eun Jung",Eun Jung Lee,"['Lee, Eun Jung']"
"Lee, Eun-Kyung",Eun-Kyung Lee,"['Lee, Eun-Kyung']"
"Chung, EunYi",EunYi Chung,"['Chung, EunYi']"
"Hwang, Eunju",Eunju Hwang,"['Hwang, Eunju']"
"Lee, Euntaik",Euntaik Lee,"['Lee, Euntaik']"
Eva Arceo,Eva Arceo,['Eva Arceo']
"Cárceles-Poveda, Eva",Eva Cárceles-Poveda,"['Cárceles-Poveda, Eva']"
"Deuchert, Eva",Eva Deuchert,"['Deuchert, Eva']"
"Ferreira, Eva",Eva Ferreira,"['Ferreira, Eva']"
Eva Guinan,Eva Guinan,['Eva Guinan']
Eva Gutierrez,Eva Gutierrez,['Eva Gutierrez']
"Hoppe, Eva I.",Eva I. Hoppe,"['Hoppe, Eva I.', 'Eva I. Hoppe']"
"Johansson, Eva",Eva Johansson,"['Johansson, Eva']"
"Lefevere, Eva",Eva Lefevere,"['Lefevere, Eva']"
"Liljeblom, Eva",Eva Liljeblom,"['Liljeblom, Eva']"
"Micheler, Eva",Eva Micheler,"['Micheler, Eva']"
"Moreno-Galbis, Eva",Eva Moreno-Galbis,"['Moreno-Galbis, Eva']"
"Mueller, Eva",Eva Mueller,"['Mueller, Eva', 'Eva Mueller']"
"Mörk, Eva",Eva Mörk,"['Mörk, Eva']"
Eva O. Arceo-Gomez,Eva O. Arceo-Gomez,['Eva O. Arceo-Gomez']
"Ortega, Eva",Eva Ortega,"['Ortega, Eva']"
Eva O¨sterbacka,Eva O¨sterbacka,['Eva O¨sterbacka']
"Pantaleoni, Eva",Eva Pantaleoni,"['Pantaleoni, Eva']"
"Poen, Eva",Eva Poen,"['Poen, Eva']"
"Schliephake, Eva",Eva Schliephake,"['Schliephake, Eva']"
"Schneider, Eva",Eva Schneider,"['Schneider, Eva']"
Eva Van Leemput,Eva Van Leemput,['Eva Van Leemput']
Eva Ventura,Eva Ventura,['Eva Ventura']
Eva Vivalt,Eva Vivalt,['Eva Vivalt']
Eva de Francisco,Eva de Francisco,"['Eva de Francisco', 'de Francisco, Eva', 'Eva De Francisco']"
"Steiger, Eva-Maria",Eva-Maria Steiger,"['Steiger, Eva-Maria']"
Evan Calford,Evan Calford,['Evan Calford']
Evan F. Koenig,Evan F. Koenig,"['Evan F. Koenig', 'Koenig, Evan F.']"
"Gatev, Evan",Evan Gatev,"['Gatev, Evan', 'Evan Gatev']"
"Douglas, Evan J.",Evan J. Douglas,"['Douglas, Evan J.']"
Evan J. Taylor,Evan J. Taylor,['Evan J. Taylor']
"Kraft, Evan",Evan Kraft,"['Kraft, Evan']"
Evan Kwerel,Evan Kwerel,['Evan Kwerel']
"Porteus, Evan L.",Evan L. Porteus,"['Porteus, Evan L.', 'Porteus, Evan L']"
Evan Moore,Evan Moore,['Evan Moore']
"Tanner, Evan",Evan Tanner,"['Tanner, Evan']"
Evan W. Anderson,Evan W. Anderson,"['Evan W. Anderson', 'Anderson, Evan W.']"
"Chalioti, Evangelia",Evangelia Chalioti,"['Chalioti, Evangelia']"
"Desli, Evangelia",Evangelia Desli,"['Desli, Evangelia']"
Evangelos A. Devletoglou,Evangelos A. Devletoglou,['Evangelos A. Devletoglou']
"Simos, Evangelos E",Evangelos E Simos,"['Simos, Evangelos E', 'Simos, Evangelos O', 'Simos, Evangelos O.']"
"Falaris, Evangelos M",Evangelos M Falaris,"['Falaris, Evangelos M', 'Falaris, Evangelos M.']"
"Vagenas-Nanos, Evangelos",Evangelos Vagenas-Nanos,"['Vagenas-Nanos, Evangelos']"
"Lui, Evans C.K.",Evans C.K. Lui,"['Lui, Evans C.K.']"
Evans George W.,Evans George W.,['Evans George W.']
"Stoja, Evarist",Evarist Stoja,"['Stoja, Evarist']"
"Xekalaki, Evdokia",Evdokia Xekalaki,"['Xekalaki, Evdokia']"
Eve Caroli,Eve Caroli,['Eve Caroli']
"Ansah, Evelyn K.",Evelyn K. Ansah,"['Ansah, Evelyn K.']"
Evelyn Korn,Evelyn Korn,['Evelyn Korn']
"Lehrer, Evelyn L",Evelyn L Lehrer,"['Lehrer, Evelyn L']"
Evelyn L. Forget,Evelyn L. Forget,['Evelyn L. Forget']
"Ribi, Evelyn",Evelyn Ribi,"['Ribi, Evelyn']"
Evelyne Huber,Evelyne Huber,['Evelyne Huber']
Everet M. Straus,Everet M. Straus,['Everet M. Straus']
"Hagen, Everett E.",Everett E. Hagen,"['Hagen, Everett E.', 'Everett E. Hagen']"
"Rutan, Everett III",Everett III Rutan,"['Rutan, Everett III']"
Everett W. Burdett,Everett W. Burdett,['Everett W. Burdett']
"Vrugt, Evert B.",Evert B. Vrugt,"['Vrugt, Evert B.', 'Vrugt, Evert']"
"Carlsson, Evert",Evert Carlsson,"['Carlsson, Evert']"
"Pommer, Evert",Evert Pommer,"['Pommer, Evert']"
"Golubeva, Evgenia",Evgenia Golubeva,"['Golubeva, Evgenia']"
Evgenia Kogan Dechter,Evgenia Kogan Dechter,['Evgenia Kogan Dechter']
Evgenia Passari,Evgenia Passari,['Evgenia Passari']
Evgenia Portniaguina,Evgenia Portniaguina,['Evgenia Portniaguina']
"Kuznetsov, Evgeniy A.",Evgeniy A. Kuznetsov,"['Kuznetsov, Evgeniy A.']"
"Lyandres, Evgeny",Evgeny Lyandres,"['Lyandres, Evgeny', 'Evgeny Lyandres']"
"Yakovlev, Evgeny",Evgeny Yakovlev,"['Yakovlev, Evgeny']"
Evgeny Zhelobodko,Evgeny Zhelobodko,"['Evgeny Zhelobodko', 'Zhelobodko, Evgeny']"
Evi Kaplanis,Evi Kaplanis,"['Evi Kaplanis', 'Kaplanis, Evi', 'Kaplanis, E. C.']"
Evi Pappa,Evi Pappa,"['Evi Pappa', 'Pappa, Evi']"
"Zgovu, Evious",Evious Zgovu,"['Zgovu, Evious']"
"Ors, Evren",Evren Ors,"['Ors, Evren', 'Evren Ors']"
"Akdo?u, Evrim",Evrim Akdo?u,"['Akdo?u, Evrim']"
Evsey D. Domar,Evsey D. Domar,"['Evsey D. Domar', 'Domar, Evsey D']"
"Kocenda, Evzen",Evzen Kocenda,"['Kocenda, Evzen', 'Evzen Kocenda']"
"Majerowska, Ewa",Ewa Majerowska,"['Majerowska, Ewa']"
"Nowotny, Ewald",Ewald Nowotny,"['Nowotny, Ewald']"
Ewan Clague,Ewan Clague,['Ewan Clague']
"Thomas, Ewart A. C.",Ewart A. C. Thomas,"['Thomas, Ewart A. C.']"
"McCann, Ewen",Ewen McCann,"['McCann, Ewen']"
Ewout Verriest,Ewout Verriest,['Ewout Verriest']
Eyal Baharad,Eyal Baharad,['Eyal Baharad']
"Dvir, Eyal",Eyal Dvir,"['Dvir, Eyal']"
"Winter, Eyal",Eyal Winter,"['Winter, Eyal', 'Eyal Winter']"
"Siba, Eyerusalem",Eyerusalem Siba,"['Siba, Eyerusalem']"
Eyran J. Gisches,Eyran J. Gisches,['Eyran J. Gisches']
Ezequiel Molina,Ezequiel Molina,['Ezequiel Molina']
Ezio Tarantelli,Ezio Tarantelli,"['Ezio Tarantelli', 'Tarantelli, E']"
"Einy, Ezra",Ezra Einy,"['Einy, Ezra']"
"Mishan, Ezra J",Ezra J Mishan,"['Mishan, Ezra J', 'Mishan, E J', 'E. J. Mishan', 'Mishan, E. J.']"
"Oberfield, Ezra",Ezra Oberfield,"['Oberfield, Ezra', 'Ezra Oberfield']"
"Sadan, Ezra",Ezra Sadan,"['Sadan, Ezra']"
Ezra Solomon,Ezra Solomon,['Ezra Solomon']
Ezra W. Zuckerman,Ezra W. Zuckerman,['Ezra W. Zuckerman']
"Pyatt, F Graham",F Graham Pyatt,"['Pyatt, F Graham']"
"Ozkan, F Gulcin",F Gulcin Ozkan,"['Ozkan, F Gulcin', 'Ozkan, F. Gulcin']"
"Hahn, F H",F H Hahn,"['Hahn, F H', 'Franz R. Hahn', 'Hahn, Frank', 'F. H. Hahn', 'Hahn, F. H.', 'Frank Hahn', 'Hahn, Frank H.']"
"Huizinga, F",F Huizinga,"['Huizinga, F']"
"Gould, F J",F J Gould,"['Gould, F J']"
"Harrigan, F J",F J Harrigan,"['Harrigan, F J']"
"Mathewson, F",F Mathewson,"['Mathewson, F']"
"Adler, F Michael",F Michael Adler,"['Adler, F Michael']"
"Irvine, F Owen, Jr",F Owen Irvine,"['Irvine, F Owen, Jr']"
"Oliver, F R",F R Oliver,"['Oliver, F R', 'F. R. Oliver']"
"Schneider, F",F Schneider,"['Schneider, F', 'Friedrich Schneider', 'Schneider, Friedrich']"
"Hipple, F Steb",F Steb Hipple,"['Hipple, F Steb']"
"Teal, F",F Teal,"['Teal, F', 'Teal, Francis']"
"Juster, F Thomas",F Thomas Juster,"['Juster, F Thomas', 'F. Thomas Juster']"
"Dolbear, F Trenery, Jr",F Trenery Dolbear,"['Dolbear, F Trenery, Jr', 'F. T. Dolbear', 'Dolbear, F T']"
"McElroy, F W",F W McElroy,"['McElroy, F W']"
"van der Ploeg, F",F van der Ploeg,"['van der Ploeg, F', 'Frederick van der Ploeg', 'Frederick Van Der Ploeg', 'van der Ploeg, Frederick', 'van der Ploeg, F.']"
F. A von Hayek,F. A von Hayek,"['F. A von Hayek', 'F. A. v. Hayek', 'Hayek, F A', 'F. A.v. Hayek', 'von Hayek, Friedrich August']"
"Den Butter, F. A. G.",F. A. G. Den Butter,"['Den Butter, F. A. G.', 'den Butter, F. A. G.']"
F. A. Lutz,F. A. Lutz,"['F. A. Lutz', 'F. Lutz']"
F. A. Southard,F. A. Southard,"['F. A. Southard', 'Southard, Frank Jr.']"
F. A. Wells,F. A. Wells,['F. A. Wells']
"Albert Wang, F.",F. Albert Wang,"['Albert Wang, F.', 'Feng Wang', 'Wang, Fang', 'Wang, Fenghua', 'Wang, Fa', 'Wang, F Albert']"
F. Andrew Hanssen,F. Andrew Hanssen,['F. Andrew Hanssen']
"Asís Martínez-Jerez, F.",F. Asís Martínez-Jerez,"['Asís Martínez-Jerez, F.']"
F. B. Garver,F. B. Garver,['F. B. Garver']
F. B. Lempers,F. B. Lempers,['F. B. Lempers']
"Bignardi, F.",F. Bignardi,"['Bignardi, F.']"
"Blasques, F.",F. Blasques,"['Blasques, F.', 'Blasques, Francisco']"
"Bouguignon, F.",F. Bouguignon,"['Bouguignon, F.']"
F. C. Child,F. C. Child,"['F. C. Child', 'Frank Clayton Child']"
F. C. Huntington,F. C. Huntington,['F. C. Huntington']
"Carlevaro, F.",F. Carlevaro,"['Carlevaro, F.', 'Carlevaro, Fabrizio']"
F. Coggeshall,F. Coggeshall,['F. Coggeshall']
"Comte, F.",F. Comte,"['Comte, F.']"
F. D. Holzman,F. D. Holzman,"['F. D. Holzman', 'Holzman, Franklyn D.', 'Holzman, Franklyn D', 'Franklyn D. Holzman']"
"De Vylder, F.",F. De Vylder,"['De Vylder, F.']"
"McCarthy, F. Desmond",F. Desmond McCarthy,"['McCarthy, F. Desmond', 'McCarthy, F Desmond']"
"Douglas Foster, F.",F. Douglas Foster,"['Douglas Foster, F.', 'Foster, F Douglas']"
F. E. Balderston,F. E. Balderston,['F. E. Balderston']
"Banks, F. E.",F. E. Banks,"['Banks, F. E.', 'Banks, F E']"
F. E. Wolfe,F. E. Wolfe,['F. E. Wolfe']
F. Eulenburg,F. Eulenburg,['F. Eulenburg']
"Flatters, F.",F. Flatters,"['Flatters, F.', 'Flatters, Frank']"
"Gagey, F.",F. Gagey,"['Gagey, F.']"
"Gasmi, F.",F. Gasmi,"['Gasmi, F.', 'Gasmi, Farid']"
"Gerard Adams, F.",F. Gerard Adams,"['Gerard Adams, F.', 'Adams, F Gerard']"
F. H. Hankins,F. H. Hankins,['F. H. Hankins']
F. H. Knight,F. H. Knight,"['F. H. Knight', 'Frank H. Knight']"
F. Halsey Rogers,F. Halsey Rogers,['F. Halsey Rogers']
"Heid, F.",F. Heid,"['Heid, F.', 'Heid, Frank']"
"Iacone, F.",F. Iacone,"['Iacone, F.', 'Iacone, Fabrizio']"
F. J. Atkinson,F. J. Atkinson,['F. J. Atkinson']
"Don, F. J. H.",F. J. H. Don,"['Don, F. J. H.', 'Don, F. J. Henk']"
F. J. McDiarmid,F. J. McDiarmid,['F. J. McDiarmid']
F. J. Stimson,F. J. Stimson,['F. J. Stimson']
"Breidt, F. Jay",F. Jay Breidt,"['Breidt, F. Jay']"
"Lecointe, F.",F. Lecointe,"['Lecointe, F.']"
F. M. Scherer,F. M. Scherer,"['F. M. Scherer', 'Scherer, F M', 'Scherer, Frederic M', 'Scherer, F M, et al']"
"Scott-Morton, F. M.",F. M. Scott-Morton,"['Scott-Morton, F. M.']"
F. M. Taylor,F. M. Taylor,['F. M. Taylor']
"Masarani, F.",F. Masarani,"['Masarani, F.']"
F. Maxwell Harper,F. Maxwell Harper,['F. Maxwell Harper']
"Sandstrom, F. Mikael",F. Mikael Sandstrom,"['Sandstrom, F. Mikael']"
F. Modigliani,F. Modigliani,"['F. Modigliani', 'Franco Modigliani', 'Modigliani, Franco']"
F. N. Judson,F. N. Judson,['F. N. Judson']
"Panaretou, F.",F. Panaretou,"['Panaretou, F.']"
"de Gracia, F. Perez",F. Perez de Gracia,"['de Gracia, F. Perez']"
"Ashe, F. R.",F. R. Ashe,"['Ashe, F. R.']"
"Casas, F. R.",F. R. Casas,"['Casas, F. R.', 'Casas, F R', 'Casas, Francisco R', 'Casas, Francois R', 'Casas, Francisco R.']"
F. R. Fairchild,F. R. Fairchild,"['F. R. Fairchild', 'Fred Rogers Fairchild']"
F. Reed Johnson,F. Reed Johnson,"['F. Reed Johnson', 'Johnson, F Reed']"
F. Rueter,F. Rueter,['F. Rueter']
F. Rushdy,F. Rushdy,['F. Rushdy']
F. S. C. Northrop,F. S. C. Northrop,['F. S. C. Northrop']
F. S. Crum,F. S. Crum,['F. S. Crum']
F. S. Mead,F. S. Mead,['F. S. Mead']
F. S. O'Brien,F. S. O'Brien,"[""F. S. O'Brien""]"
"Schiantarelli, F.",F. Schiantarelli,"['Schiantarelli, F.', 'Fabio Schiantarelli', 'Schiantarelli, Fabio']"
F. Seton,F. Seton,['F. Seton']
F. Spencer Baldwin,F. Spencer Baldwin,['F. Spencer Baldwin']
"Szidarovszky, F.",F. Szidarovszky,"['Szidarovszky, F.']"
F. U. Laycock,F. U. Laycock,['F. U. Laycock']
F. W. Doolittle,F. W. Doolittle,['F. W. Doolittle']
F. W. Paish,F. W. Paish,['F. W. Paish']
F. W. T.,F. W. T.,['F. W. T.']
F. W. Taussig,F. W. Taussig,"['F. W. Taussig', 'P. W. Taussig']"
"Browne, F. X.",F. X. Browne,"['Browne, F. X.', 'Browne, Francis X']"
F. Y. Edgeworth,F. Y. Edgeworth,['F. Y. Edgeworth']
F. Zeuthen,F. Zeuthen,['F. Zeuthen']
"Russo, F.F.",F.F. Russo,"['Russo, F.F.']"
"Cerezetti, F.V.",F.V. Cerezetti,"['Cerezetti, F.V.']"
"Lam, F.Y. Eric C.",F.Y. Eric C. Lam,"['Lam, F.Y. Eric C.']"
"Berges-Sennou, Fabian",Fabian Berges-Sennou,"['Berges-Sennou, Fabian']"
"Dunker, Fabian",Fabian Dunker,"['Dunker, Fabian']"
"Eser, Fabian",Fabian Eser,"['Eser, Fabian']"
"Fink, Fabian",Fabian Fink,"['Fink, Fabian']"
Fabian Herweg,Fabian Herweg,['Fabian Herweg']
"Kindermann, Fabian",Fabian Kindermann,"['Kindermann, Fabian']"
Fabian Krüger,Fabian Krüger,"['Fabian Krüger', 'Krüger, Fabian']"
Fabian Lange,Fabian Lange,['Fabian Lange']
"Paetzel, Fabian",Fabian Paetzel,"['Paetzel, Fabian']"
"Truebenbach, Fabian",Fabian Truebenbach,"['Truebenbach, Fabian']"
"Trübenbach, Fabian",Fabian Trübenbach,"['Trübenbach, Fabian']"
Fabian Wahl,Fabian Wahl,['Fabian Wahl']
Fabian Waldinger,Fabian Waldinger,['Fabian Waldinger']
Fabiano Schivardi,Fabiano Schivardi,"['Fabiano Schivardi', 'Schivardi, Fabiano']"
Fabien Dell,Fabien Dell,['Fabien Dell']
"Moizeau, Fabien",Fabien Moizeau,"['Moizeau, Fabien']"
"Postel-Vinay, Fabien",Fabien Postel-Vinay,"['Postel-Vinay, Fabien', 'Fabien Postel-Vinay']"
Fabien Postel?Vinay,Fabien Postel?Vinay,['Fabien Postel?Vinay']
"Prieur, Fabien",Fabien Prieur,"['Prieur, Fabien']"
"Tripier, Fabien",Fabien Tripier,"['Tripier, Fabien']"
"Guerra, Fabienne",Fabienne Guerra,"['Guerra, Fabienne']"
"Ilzkovitz, Fabienne",Fabienne Ilzkovitz,"['Ilzkovitz, Fabienne']"
"Bellini, Fabio",Fabio Bellini,"['Bellini, Fabio']"
Fabio Berton,Fabio Berton,['Fabio Berton']
"Bertoni, Fabio",Fabio Bertoni,"['Bertoni, Fabio']"
"Braggion, Fabio",Fabio Braggion,"['Braggion, Fabio', 'Fabio Braggion']"
"Busetti, Fabio",Fabio Busetti,"['Busetti, Fabio']"
"Bagliano, Fabio C.",Fabio C. Bagliano,"['Bagliano, Fabio C.']"
"Caccioli, Fabio",Fabio Caccioli,"['Caccioli, Fabio']"
Fabio Canova,Fabio Canova,"['Fabio Canova', 'Canova, Fabio']"
Fabio Castiglionesi,Fabio Castiglionesi,"['Fabio Castiglionesi', 'Castiglionesi, Fabio']"
Fabio Fornari,Fabio Fornari,['Fabio Fornari']
Fabio Ghironi,Fabio Ghironi,"['Fabio Ghironi', 'Ghironi, Fabio']"
"Kanczuk, Fabio",Fabio Kanczuk,"['Kanczuk, Fabio']"
Fabio Maccheroni,Fabio Maccheroni,"['Fabio Maccheroni', 'F. Maccheroni', 'Maccheroni, F.', 'Maccheroni, Fabio']"
"Mariani, Fabio",Fabio Mariani,"['Mariani, Fabio', 'Fabio Mariani']"
"Mendez, Fabio",Fabio Mendez,"['Mendez, Fabio']"
Fabio Michelucci,Fabio Michelucci,['Fabio Michelucci']
Fabio Milani,Fabio Milani,"['Fabio Milani', 'Milani, Fabio']"
Fabio Méndez,Fabio Méndez,['Fabio Méndez']
Fabio Pammolli,Fabio Pammolli,['Fabio Pammolli']
Fabio Panetta,Fabio Panetta,"['Fabio Panetta', 'Panetta, Fabio']"
"Petri, Fabio",Fabio Petri,"['Petri, Fabio']"
"Privileggi, Fabio",Fabio Privileggi,"['Privileggi, Fabio']"
Fabio Rumler,Fabio Rumler,['Fabio Rumler']
Fabio Sanchez,Fabio Sanchez,['Fabio Sanchez']
"Spagnolo, Fabio",Fabio Spagnolo,"['Spagnolo, Fabio']"
Fabio Trojani,Fabio Trojani,"['Fabio Trojani', 'Trojani, Fabio']"
Fabio Tufano,Fabio Tufano,['Fabio Tufano']
"Zagonari, Fabio",Fabio Zagonari,"['Zagonari, Fabio']"
"Bagliano, Fabio-Cesare",Fabio-Cesare Bagliano,"['Bagliano, Fabio-Cesare']"
"Valencia, Fabián",Fabián Valencia,"['Valencia, Fabián']"
"Collard, Fabrice",Fabrice Collard,"['Collard, Fabrice', 'Fabrice Collard']"
"Defever, Fabrice",Fabrice Defever,"['Defever, Fabrice']"
Fabrice Etilé,Fabrice Etilé,['Fabrice Etilé']
Fabrice Le Lec,Fabrice Le Lec,['Fabrice Le Lec']
"Murtin, Fabrice",Fabrice Murtin,"['Murtin, Fabrice', 'Fabrice Murtin']"
"Mealli, Fabrizia",Fabrizia Mealli,"['Mealli, Fabrizia']"
"Adriani, Fabrizio",Fabrizio Adriani,"['Adriani, Fabrizio']"
"Casalin, Fabrizio",Fabrizio Casalin,"['Casalin, Fabrizio']"
"Coricelli, Fabrizio",Fabrizio Coricelli,"['Coricelli, Fabrizio', 'Abrizio Coricelli', 'Fabrizio Coricelli']"
"Ferri, Fabrizio",Fabrizio Ferri,"['Ferri, Fabrizio', 'Fabrizio Ferri']"
Fabrizio Germano,Fabrizio Germano,"['Fabrizio Germano', 'Germano, Fabrizio']"
"Leisen, Fabrizio",Fabrizio Leisen,"['Leisen, Fabrizio']"
Fabrizio Mattesini,Fabrizio Mattesini,"['Fabrizio Mattesini', 'Mattesini, Fabrizio']"
"Mazzonna, Fabrizio",Fabrizio Mazzonna,"['Mazzonna, Fabrizio', 'Fabrizio Mazzonna']"
"Panebianco, Fabrizio",Fabrizio Panebianco,"['Panebianco, Fabrizio']"
Fabrizio Perretti,Fabrizio Perretti,['Fabrizio Perretti']
"Perri, Fabrizio",Fabrizio Perri,"['Perri, Fabrizio', 'Fabrizio Perri']"
"Zilibotti, Fabrizio",Fabrizio Zilibotti,"['Zilibotti, Fabrizio', 'Fabrizio Zilibotti']"
"Albornoz, Facundo",Facundo Albornoz,"['Albornoz, Facundo']"
Facundo Alvaredo,Facundo Alvaredo,"['Facundo Alvaredo', 'Alvaredo, Facundo']"
Facundo Piguillem,Facundo Piguillem,['Facundo Piguillem']
Facundo Sepúlveda,Facundo Sepúlveda,['Facundo Sepúlveda']
"Hassan, Fadi",Fadi Hassan,"['Hassan, Fadi']"
Fadi Kanaan,Fadi Kanaan,['Fadi Kanaan']
"Yakoub, Fadi",Fadi Yakoub,"['Yakoub, Fadi']"
"Naqib, Fadle M.",Fadle M. Naqib,"['Naqib, Fadle M.']"
"Khalil, Fahad",Fahad Khalil,"['Khalil, Fahad']"
"Koray, Faik",Faik Koray,"['Koray, Faik']"
"Kasryno, Faisal",Faisal Kasryno,"['Kasryno, Faisal']"
"Rana, Faisal",Faisal Rana,"['Rana, Faisal']"
Faisal Z. Ahmed,Faisal Z. Ahmed,['Faisal Z. Ahmed']
"Kasirye, Faith",Faith Kasirye,"['Kasirye, Faith']"
"Rehman, Faiz Ur",Faiz Ur Rehman,"['Rehman, Faiz Ur']"
Fali Huang,Fali Huang,['Fali Huang']
"Fecht, Falko",Falko Fecht,"['Fecht, Falko', 'Falko Fecht']"
Falko Juessen,Falko Juessen,['Falko Juessen']
"Sowell, Fallaw",Fallaw Sowell,"['Sowell, Fallaw']"
"Chen, Fan",Fan Chen,"['Chen, Fan']"
"Yang, Fan",Fan Yang,"['Yang, Fan', 'Yang, Fang', 'Fan Yang']"
"Yu, Fan",Fan Yu,"['Yu, Fan']"
Fan-Hung,Fan-Hung,['Fan-Hung']
"Kung, Fan-chin",Fan-chin Kung,"['Kung, Fan-chin']"
Fane Groes,Fane Groes,['Fane Groes']
"Yu, Fang (Frank)",Fang (Frank) Yu,"['Yu, Fang (Frank)']"
"Cai, Fang",Fang Cai,"['Cai, Fang']"
"Feng, Fang",Fang Feng,"['Feng, Fang']"
"Gao, Fang",Fang Gao,"['Gao, Fang']"
"Han, Fang",Fang Han,"['Han, Fang']"
"Liu, Fang",Fang Liu,"['Liu, Fang']"
"Xu, Fang",Fang Xu,"['Xu, Fang']"
Fang-Fang Tang,Fang-Fang Tang,['Fang-Fang Tang']
"Fu, Fangjian",Fangjian Fu,"['Fu, Fangjian']"
Fangwen Lu,Fangwen Lu,"['Fangwen Lu', 'Lu, Fangwen']"
"Demers, Fanny",Fanny Demers,"['Demers, Fanny']"
"Henriet, Fanny",Fanny Henriet,"['Henriet, Fanny']"
"Declerck, Fany",Fany Declerck,"['Declerck, Fany']"
Fao Lun Cheng,Fao Lun Cheng,['Fao Lun Cheng']
"Lin, Faqin",Faqin Lin,"['Lin, Faqin']"
Fare Rolf,Fare Rolf,['Fare Rolf']
"Husseinov, Farhad",Farhad Husseinov,"['Husseinov, Farhad']"
"Mehran, Farhad",Farhad Mehran,"['Mehran, Farhad']"
"Rassekh, Farhad",Farhad Rassekh,"['Rassekh, Farhad']"
Farhed A. Shah,Farhed A. Shah,['Farhed A. Shah']
"AitSahlia, Farid",Farid AitSahlia,"['AitSahlia, Farid']"
"Dhanji, Farid",Farid Dhanji,"['Dhanji, Farid']"
"Toubal, Farid",Farid Toubal,"['Toubal, Farid', 'Farid Toubal']"
"Kulasi, Farida",Farida Kulasi,"['Kulasi, Farida']"
"Kamal, Fariha",Fariha Kamal,"['Kamal, Fariha']"
Farley W. Grubb,Farley W. Grubb,"['Farley W. Grubb', 'Farley Grubb']"
Farmer Roger E. A.,Farmer Roger E. A.,['Farmer Roger E. A.']
"Moshirian, Faroborz",Faroborz Moshirian,"['Moshirian, Faroborz', 'Fariborz Moshirian', 'Moshirian, Fariborz']"
"Malik, Farooq",Farooq Malik,"['Malik, Farooq']"
Farooq Pasha,Farooq Pasha,['Farooq Pasha']
"Jensen, Farrell E",Farrell E Jensen,"['Jensen, Farrell E']"
"Nourzad, Farrokh",Farrokh Nourzad,"['Nourzad, Farrokh']"
